tweet_id,retweet_count,favorite_count
667192066997374976,87,339
667188689915760640,345,661
667182792070062081,5378,12754
667177989038297088,50,171
667176164155375616,395,533
667174963120574464,70,222
667171260800061440,72,189
667165590075940865,994,2411
667160273090932737,53,227
667152164079423490,14884,42872
667138269671505920,1906,4078
667119796878725120,111,293
667090893657276420,108,295
667073648344346624,105,359
667070482143944705,13,74
667065535570550784,40,146
667062181243039745,45,196
667044094246576128,43,167
667012601033924608,192,402
666996132027977728,80,217
666983947667116034,858,2284
666837028449972224,479,716
666835007768551424,68,187
666826780179869698,81,226
666817836334096384,217,452
666804364988780544,79,208
666786068205871104,419,667
666781792255496192,171,337
666776908487630848,151,309
666739327293083650,60,211
666701168228331520,185,377
666691418707132416,42,161
666649482315059201,541,1005
666644823164719104,71,212
666454714377183233,184,452
666447344410484738,19,93
666437273139982337,41,106
666435652385423360,42,141
666430724426358785,166,280
666428276349472768,67,141
666421158376562688,94,280
666418789513326592,39,109
666411507551481857,270,378
666407126856765440,30,94
666396247373291520,69,149
666373753744588802,75,165
666362758909284353,478,661
666353288456101888,58,181
666345417576210432,126,253
666337882303524864,80,168
666293911632134144,298,435
666287406224695296,57,125
666273097616637952,68,153
666268910803644416,34,92
666104133288665088,5582,13100
666102155909144576,11,67
666099513787052032,54,136
666094000022159362,64,145
666082916733198337,38,96
666073100786774016,134,276
666071193221509120,51,130
666063827256086533,181,410
666058600524156928,48,101
666057090499244032,114,255
666055525042405380,200,379
666051853826850816,721,1047
666050758794694657,50,118
666049248165822465,37,91
666044226329800704,117,252
666033412701032449,36,102
666029285002620928,39,115
666020888022790149,431,2310
